id,price,rooms,floor,full_area,living_area,kitchen_area,num_storeys,typical_panel,concrete_monolithic,old_brick,first_rental,adjacent_separate,ukrainian_brick,eurorenovation,satisfactory_condition,multilevel,kitchen_living_room,penthouse,old_panel,good_condition,pre_revolutionary,gas_block,repair_in_progress,free_planning,adjacent,separate,ukrainian_panel,Stalinka,excellent_condition,studio,designer_renovation,safe,shower_cabin,wardrobe,TV,hair_dryer,dishes,satellite_TV,DVD_player,washing_machine,fireplace,dishwashers,alarms,bed,counters,air_conditioning,refrigerator,jacuzzi,microwave,iron,cable_TV,lat,lon,district_lat,district_lon,min_dist_to_subway,dist_to_center,full_area_log,floor_other,num_storeys_other,living_area_log,kitchen_area_log,last_floor,first_floor,full_area|kitchen_area_log,dist_to_center|full_area_log,dist_to_center|full_area_log|kitchen_area,subway,district,needs_repairs
10825753,133000,4,14,135.0,100.0,25.0,17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1,1,0,1,1,0,50.4093151,30.5458591157612,50.44582665,30.53806236407185,0.8956117233142321,4.92370602286666,4.912654885736052,14,17,4.605170185988092,3.258096538021482,False,False,41.435236318068206,1.0022495244196157,16617.507827174977,дружби народів,Печерський,0
10784117,22762,3,6,100.0,80.0,10.0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,1,1,50.44582665,30.53806236407185,50.44582665,30.53806236407185,0.5944195843731315,1.3413846847770994,4.61512051684126,6,6,4.382026634673881,2.3978952727983707,True,False,41.70323914242463,0.2906499797528987,1341.3846847770994,арсенальна,Печерський,0
10810186,8499,1,19,37.0,19.0,8.0,24,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.459437050000005,30.331931174544472,50.459437050000005,30.331931174544472,1.6122613740733729,13.44135673249414,3.6375861597263857,19,24,2.9444389791664403,2.19722457733622,False,False,16.83942569259649,3.6951308209027225,3978.6415928182655,академмістечко,Святошинський,0
10824293,10500,1,18,36.0,15.0,12.0,25,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.46276145,30.592308359595243,50.45182665,30.611397100290525,1.270630455276679,5.264118786433305,3.610917912644224,18,25,2.70805020110221,2.5649493574615367,False,False,14.035364829046085,1.4578339673688303,2274.099315739188,лівобережна,Дніпровський,0
10819688,37962,2,18,52.0,20.0,12.0,25,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1,1,0,1,1,1,1,0,1,0,0,50.5136152,30.499695,50.5079205,30.520662466796946,0.5215872768164351,7.1712309281708055,3.970291913552122,18,25,2.995732273553991,2.5649493574615367,False,False,20.27330475306656,1.806222586226634,4474.848099178583,мінська,Оболонський,0
10818970,38000,2,5,100.0,68.0,12.0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.4429445,30.5284137,50.44582665,30.53806236407185,0.6449029733726774,1.008821661795231,4.61512051684126,5,5,4.219507705176107,2.5649493574615367,True,False,38.987124525128,0.2185905347680285,1210.5859941542772,хрещатик,Печерський,0
10813348,25000,2,5,63.0,34.0,13.0,9,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,50.4407385,30.5184149,50.3844014,30.4870545,0.19554962290757555,1.1038491636985843,4.158883083359672,5,9,3.5263605246161616,2.6390573296152584,False,False,23.872160446466925,0.2654196190595629,904.0524650691406,площа льва толстого,Голосіївський,0
10814596,38000,2,2,77.0,50.0,7.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,1,0,1,1,0,50.4593452,30.510287599747475,50.475,30.51265,0.7425986785346242,1.225463286673072,4.356708826689592,2,4,3.912023005428146,2.079441541679836,False,False,37.02917271615007,0.2812818885590364,660.5247115167857,контрактова площа,Подільський,0
10819994,38000,5,20,300.0,200.0,50.0,23,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,1,0,1,1,0,1,1,0,50.4477875,30.5903154,50.45182665,30.611397100290525,0.9645759275882525,4.954812544226484,5.707110264748875,20,23,5.298317366548036,3.9318256327243257,False,False,76.30043344321268,0.8681823750332789,74322.18816339725,лівобережна,Дніпровський,0
10802810,10000,3,8,75.0,43.0,15.0,10,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.47095,30.3566574,50.459437050000005,30.331931174544472,0.7400383765598799,11.866493243976867,4.330733340286331,8,10,3.7612001156935615,2.772588722239781,False,False,27.050532016668065,2.740065552775942,13349.804899473977,академмістечко,Святошинський,0
10573364,16000,3,5,95.0,60.0,13.0,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,50.4790478,30.4370189,50.467421,30.463848,0.5273173814632939,6.733378243111961,4.564348191467836,5,10,4.0943445622221,2.6390573296152584,False,False,35.99770226054537,1.4752113468684764,8315.722130243272,сирець,Шевченківський,0
10683174,38000,2,9,86.0,45.0,18.0,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,1,0,0,1,0,1,0,1,1,1,1,0,1,1,1,50.4126722,30.5469048913234,50.44582665,30.53806236407185,0.5453335084262905,4.607298998197859,4.465908118654584,9,17,3.80666248977032,2.9444389791664403,False,False,29.20760138297934,1.0316600511668992,7132.098849210285,дружби народів,Печерський,0
10547475,17100,1,30,23.0,10.0,12.0,30,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,50.4088354,30.544936488202143,50.44582665,30.53806236407185,0.9439519064014134,4.9502667637490045,3.1780538303479458,30,30,2.302585092994046,2.5649493574615367,True,False,8.96703864077944,1.5576409425409354,1366.2736267947253,дружби народів,Печерський,0
10784810,11500,1,15,44.5,16.3,12.0,24,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,1,50.4065984,30.67458672414473,50.429108,30.6424672,0.5777795666556956,11.978783901411212,3.817712325956905,15,24,2.791165107812717,2.5649493574615367,False,False,17.349270413681964,3.137686362580697,6396.670603353588,бориспільська,Дарницький,0
10819604,10000,1,2,37.0,16.0,9.0,10,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,50.5172157,30.495914354608907,50.5079205,30.520662466796946,0.6551740472085923,7.620855136615614,3.6375861597263857,2,10,2.772588722239781,2.302585092994046,False,False,16.068895830420317,2.0950308259334385,2537.7447604929994,мінська,Оболонський,0
10794965,23000,3,2,90.0,48.0,20.0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,0,1,1,1,50.4397578,30.517301,50.467421,30.463848,0.11697758270490154,1.2249304744139424,4.51085950651685,2,5,3.871201010907891,3.044522437723423,False,False,29.561286487774595,0.2715514576865633,2204.874853945096,площа льва толстого,Шевченківський,0
10424515,38000,2,33,85.0,55.0,20.0,46,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,0,1,1,1,1,1,1,1,1,0,0,50.4384897,30.5384642,50.44582665,30.53806236407185,0.46886477628897205,1.8426719013821604,4.454347296253507,30,40,4.007333185232471,3.044522437723423,False,False,27.91899279400934,0.4136794414149088,3132.542232349673,кловська,Печерський,0
10345971,3700,1,4,22.0,18.0,4.0,9,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,1,50.5216492,30.48725589059034,50.5079205,30.520662466796946,0.6890422966522192,8.256689928534104,3.1354942159291497,4,9,2.8903717578961645,1.6094379124341005,False,False,13.66936856031146,2.633297770599579,726.5887137110012,героїв дніпра,Оболонський,0
10824643,20500,2,16,50.0,16.0,20.0,16,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,1,0,0,0,1,50.4047734,30.5572194,50.44582665,30.53806236407185,0.33193118488896545,5.716006347732669,3.9318256327243257,16,16,2.772588722239781,3.044522437723423,True,False,16.422936937652555,1.4537792063205257,5716.0063477326685,видубичі,Печерський,0
10814998,39900,1,3,60.0,40.0,15.0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,1,0,50.42047115,30.53046739953556,50.44582665,30.53806236407185,0.8792624661761997,3.417797953878822,4.110873864173311,3,9,3.688879454113936,2.772588722239781,False,False,21.64042561333445,0.8314042383215118,3076.01815849094,палац україна,Печерський,0
10535310,10000,1,5,32.0,14.0,7.0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.4632549,30.4367715,50.467421,30.463848,1.031214440616699,6.124488462844986,3.49650756146648,5,5,2.6390573296152584,2.079441541679836,True,False,15.38874710281561,1.751601663997631,1371.8854156772768,шулявська,Шевченківський,0
10649811,19000,2,5,70.0,42.0,12.0,6,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,1,0,1,0,1,50.4512372,30.5220381,50.467421,30.463848,0.20927106263154005,0.1222167689123845,4.262679877041316,5,6,3.737669618283368,2.5649493574615367,False,False,27.29098716758961,0.0286713458288624,102.662085886403,майдан незалежності,Шевченківський,0
10818751,18998,2,5,55.0,20.0,20.0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,1,1,1,0,1,0,1,50.4499125,30.5156569,50.467421,30.463848,0.3987779865262327,0.3644896535472877,4.02535169073515,5,5,2.995732273553991,3.044522437723423,True,False,18.06523063141781,0.0905485238435702,400.93861890201646,майдан незалежності,Шевченківський,0
10807504,30400,3,3,115.0,55.0,13.0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.4456702,30.527533,50.44582665,30.53806236407185,0.41724934533951064,0.7290706839709602,4.7535901911063645,3,5,4.007333185232471,2.6390573296152584,False,False,43.57616589434439,0.1533726414479314,1089.9606725365854,хрещатик,Печерський,0
10802924,23000,2,3,67.0,47.0,20.0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,1,1,1,0,1,1,0,50.475983,30.670437015462426,50.4752831,30.6816924,2.4552417924326115,11.002559917875807,4.219507705176107,3,6,3.8501476017100575,3.044522437723423,False,False,22.00673549645442,2.607545876590976,14743.43028995358,лісова,Деснянський,0
10819844,14000,2,4,52.0,30.0,8.0,9,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,1,1,1,0,1,1,1,50.5063232,30.5077156,50.5079205,30.520662466796946,1.195967363856847,6.271536474154751,3.970291913552122,4,9,3.4011973816621555,2.19722457733622,False,False,23.66621989229777,1.5796159604153042,2608.9591732483764,мінська,Оболонський,0
10819911,26600,3,3,65.0,30.0,15.0,18,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,1,0,1,1,1,1,0,1,0,1,50.4233169,30.5383551,50.44582665,30.53806236407185,0.4534995364422048,3.279548575289649,4.189654742026425,3,18,3.4011973816621555,2.772588722239781,False,False,23.44379441444565,0.7827729913857814,3197.559860907408,печерська,Печерський,0
10803831,45600,2,9,63.0,20.0,25.0,30,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,50.4180003,30.5409558,50.44582665,30.53806236407185,0.2593140881581707,3.8970665402019353,4.158883083359672,9,30,2.995732273553991,3.258096538021482,False,False,19.336443615098496,0.9370464285939404,6137.879800818048,дружби народів,Печерський,0
10808861,49400,2,13,80.0,24.0,26.0,25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.4092871,30.5440949,50.44582665,30.53806236407185,0.8933987678394354,4.882499776727541,4.394449154672439,13,25,3.1780538303479458,3.295836866004329,False,False,24.27304604338233,1.1110607051935455,10155.599535593286,дружби народів,Печерський,0
10821636,85500,3,28,140.0,100.0,30.0,33,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,50.4098705,30.5465844,50.44582665,30.53806236407185,0.8420255821128269,4.8853675344684255,4.948759890378168,30,33,4.605170185988092,3.4339872044851463,False,False,40.76893467079474,0.987190254262892,20518.54364476739,дружби народів,Печерський,0
10823220,114000,5,16,292.0,200.0,50.0,26,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,1,0,0,1,0,50.40727925,30.55563499322916,50.44582665,30.53806236407185,0.6281814668732795,5.416569877836524,5.680172609017068,16,26,5.298317366548036,3.9318256327243257,False,False,74.26575521806035,0.9535924787281844,79081.92021641326,видубичі,Печерський,0
10807268,25000,2,18,77.0,50.0,10.0,25,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.4058921,30.5161185,50.3844014,30.4870545,0.13865722052199903,4.978785133064259,4.356708826689592,18,25,3.912023005428146,2.3978952727983707,False,False,32.111494139666966,1.1427858347025104,3833.66455245948,деміївська,Голосіївський,0
10826627,15500,2,20,64.0,20.0,25.0,25,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,1,1,1,0,1,0,1,50.407485,30.5097445,50.4398558,30.4886551,0.5659951422388412,4.853698661215975,4.174387269895637,20,25,2.995732273553991,3.258096538021482,False,False,19.64337129152863,1.1627331982874032,7765.91785794556,деміївська,Солом'янський,0
10235441,17100,3,4,58.0,45.0,5.0,5,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.3975129,30.5283746,50.3844014,30.4870545,1.1665025432834548,5.925478908242719,4.07753744390572,4,5,3.80666248977032,1.791759469228055,False,False,32.370416339972344,1.4532003665837403,1718.3888833903884,деміївська,Голосіївський,0
10823138,178600,4,14,130.0,52.0,36.0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,1,50.4070658,30.5439903,50.44582665,30.53806236407185,1.140600659084423,5.11310809299794,4.875197323201151,14,30,3.951243718581428,3.610917912644224,False,False,36.00192614315146,1.0488002339237772,23929.34587523036,дружби народів,Печерський,0
10738744,8000,1,15,42.0,18.0,12.0,18,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.3928639,30.6436395,50.429108,30.6424672,0.34834222105222934,10.84111353290293,3.7612001156935615,15,18,2.8903717578961645,2.5649493574615367,False,False,16.37459230055376,2.882354886587532,5463.921220583077,осокорки,Дарницький,0
10825358,30400,2,10,86.0,40.0,27.0,20,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,1,0,0,1,0,1,0,1,1,1,1,0,0,0,1,50.4276974,30.54667615018576,50.44582665,30.53806236407185,0.7021056422938307,3.1421521105317667,4.465908118654584,10,20,3.688879454113936,3.332204510175204,False,False,25.808740051035524,0.7035863763982639,7296.077200654761,печерська,Печерський,0
10785308,18500,1,2,40.0,19.0,12.0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.43944595000001,30.518184223462583,50.44582665,30.53806236407185,0.18852429844051227,1.2484888203163955,3.713572066704308,2,7,2.9444389791664403,2.5649493574615367,False,False,15.594849810051205,0.3361962008251518,599.2746337518698,площа льва толстого,Печерський,0
10825780,32300,2,10,86.0,50.0,27.0,20,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,50.4276974,30.54667615018576,50.44582665,30.53806236407185,0.7021056422938307,3.1421521105317667,4.465908118654584,10,20,3.912023005428146,3.332204510175204,False,False,25.808740051035524,0.7035863763982639,7296.077200654761,печерська,Печерський,0
10822002,26600,1,14,47.0,18.0,20.0,25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,1,0,1,0,1,1,1,1,0,1,0,0,50.4063654,30.6113041,50.429108,30.6424672,1.4914213777411078,8.100640014047189,3.871201010907891,14,25,2.8903717578961645,3.044522437723423,False,False,15.4375607213934,2.092539238138758,7614.601613204358,славутич,Дарницький,0
10809358,19000,1,15,68.0,20.0,40.0,25,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.4296681,30.4842247,50.4398558,30.4886551,1.3732345787726905,3.4797161268834795,4.23410650459726,15,25,2.995732273553991,3.713572066704308,False,False,18.31121054837859,0.8218300893247048,9464.827865123065,вокзальна,Солом'янський,0
10790309,45600,2,8,56.0,17.0,23.0,18,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,1,0,1,1,1,1,0,0,0,1,50.40786745,30.54555006317261,50.44582665,30.53806236407185,1.0539124824222181,5.066387914761584,4.04305126783455,8,18,2.833213344056216,3.1780538303479458,False,False,17.62084690487099,1.253109985289682,6525.50763421292,дружби народів,Печерський,0
10776798,60800,3,15,120.0,63.0,15.0,24,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,50.4071652,30.5570259,50.44582665,30.53806236407185,0.5976576246046175,5.473768151895273,4.795790545596741,15,24,4.143134726391533,2.772588722239781,False,False,43.2808512266689,1.1413693112433814,9852.782673411491,видубичі,Печерський,0
10824207,12000,2,5,45.0,30.0,15.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.4829489,30.4424125,50.467421,30.463848,1.0816398625021075,6.623555995355059,3.828641396489095,5,5,3.4011973816621555,2.772588722239781,True,False,16.23031921000084,1.7300016662382982,4470.900296864665,дорогожичі,Шевченківський,0
10621412,12000,3,5,65.0,44.0,8.0,5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.46501635,30.468236307770766,50.467421,30.463848,0.9309710516435422,4.057343268275399,4.189654742026425,5,5,3.784189633918261,2.19722457733622,True,False,29.58277486537221,0.9684194803872954,2109.8184995032075,лук'янівська,Шевченківський,0
10369480,17000,2,19,67.0,32.0,14.0,25,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1,1,1,0,1,0,1,50.4628955,30.4513518,50.467421,30.463848,0.7638090922322086,5.111712782820988,4.219507705176107,19,25,3.4657359027997265,2.70805020110221,False,False,24.74104799561329,1.2114476711466613,4794.786590286087,шулявська,Шевченківський,0
10808383,51300,2,2,67.0,48.0,12.0,16,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,1,1,1,0,1,0,0,50.4274497,30.530403,50.44582665,30.53806236407185,0.45623730662218237,2.661204634420615,4.219507705176107,2,16,3.871201010907891,2.5649493574615367,False,False,26.121373431835764,0.6306907867844611,2139.6085260741743,печерська,Печерський,0
10745319,34200,3,11,68.0,45.0,18.0,24,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.410957,30.543034395114844,50.44582665,30.53806236407185,0.7143557514417319,4.682182865280369,4.23410650459726,11,24,3.80666248977032,2.9444389791664403,False,False,23.094382488867385,1.1058254817625872,5730.991827103172,дружби народів,Печерський,0
10804087,34200,2,4,50.0,30.0,15.0,15,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,50.4070658,30.5439903,50.44582665,30.53806236407185,1.140600659084423,5.11310809299794,3.9318256327243257,4,15,3.4011973816621555,2.772588722239781,False,False,18.033688011112044,1.300441212459138,3834.831069748455,дружби народів,Печерський,0
10802092,27000,2,9,87.0,18.0,30.0,25,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,1,0,1,1,0,50.434542050000005,30.53691246113252,50.44582665,30.53806236407185,0.43587698438456923,2.1215349454174257,4.477336814478207,9,25,2.8903717578961645,3.4339872044851463,False,False,25.334980831136733,0.4738385860445193,5537.2062075394815,кловська,Печерський,0
10779071,20000,3,13,122.8,67.4,14.7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.4247103,30.46570620775292,50.4398558,30.4886551,2.4749248272920026,4.850054960214582,4.818667360250496,13,13,4.210645017918261,2.7536607123542622,True,False,44.59518176987434,1.0065137511302409,8755.125211980954,вокзальна,Солом'янський,0
10793847,45600,3,28,115.0,45.0,40.0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.4098705,30.5465844,50.44582665,30.53806236407185,0.8420255821128269,4.8853675344684255,4.7535901911063645,30,29,3.80666248977032,3.713572066704308,False,False,30.96748842740497,1.0277216457591585,22472.690658554755,дружби народів,Печерський,0
10793915,68400,4,16,118.0,65.0,45.0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.4098705,30.5465844,50.44582665,30.53806236407185,0.8420255821128269,4.8853675344684255,4.77912349311153,16,22,4.174387269895637,3.828641396489095,False,False,30.82033227457846,1.0222308633602024,25941.30160802734,дружби народів,Печерський,0
10803923,70300,3,11,150.0,45.0,45.0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.4118345,30.54564173169728,50.44582665,30.53806236407185,0.6156109461586274,4.657788501232659,5.017279836814924,11,19,3.80666248977032,3.828641396489095,False,False,39.17838848463364,0.9283493551736036,31440.07238332045,дружби народів,Печерський,0
9639034,45600,2,10,60.0,32.0,10.0,28,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,1,50.4084475,30.543841215761205,50.44582665,30.53806236407185,0.9873780223260457,4.964413885687024,4.110873864173311,10,28,3.4657359027997265,2.3978952727983707,False,False,25.021943485454777,1.2076298251212234,2978.6483314122142,дружби народів,Печерський,0
10824130,10900,1,21,38.0,15.0,8.0,27,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,50.5215769,30.4653503,50.5079205,30.520662466796946,2.229703977052592,8.822718299482306,3.6635616461296463,21,27,2.70805020110221,2.19722457733622,False,False,17.29454530590991,2.408235250743775,2682.106363042621,героїв дніпра,Оболонський,0
10815742,133000,4,4,135.0,80.0,20.0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.4468519,30.527530528175568,50.44582665,30.53806236407185,0.38579261192715075,0.6370196429522754,4.912654885736052,4,5,4.382026634673881,3.044522437723423,False,False,44.34192973166189,0.1296691214361238,1719.9530359711437,хрещатик,Печерський,0
10812999,83600,3,10,115.0,90.0,20.0,29,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,1,50.4139568,30.5462984,50.44582665,30.53806236407185,0.3961932778978769,4.45920865172491,4.7535901911063645,10,29,4.499809670330265,3.044522437723423,False,False,37.77275495660087,0.9380717462914197,10256.179898967292,дружби народів,Печерський,0
10795727,34200,2,9,54.0,16.0,28.0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,1,0,0,1,0,1,0,1,1,1,1,0,1,0,1,50.41507435,30.526075260113693,50.44582665,30.53806236407185,0.38167280061626585,3.965284012003992,4.007333185232471,9,11,2.772588722239781,3.367295829986474,False,False,16.036607036161985,0.989506943574486,5995.509426150036,либідська,Печерський,0
