iter	RMSE
206	0.2615291891
207	0.2613565896
208	0.2611075167
209	0.2607054101
210	0.2604409038
211	0.2601503924
212	0.2599335788
213	0.2596343844
214	0.2593240544
215	0.2592963016
216	0.2590296467
217	0.2588884243
218	0.2586905156
219	0.2585677057
220	0.258319563
221	0.2582800093
222	0.2580968935
223	0.2580831672
224	0.2580362725
225	0.2576075321
226	0.2574351896
227	0.2572123378
228	0.2571670657
229	0.2570057225
230	0.2565697635
231	0.2563557476
232	0.2559557115
233	0.2555674538
234	0.2553406478
235	0.2550981117
236	0.2548909368
237	0.2546131551
238	0.2544104512
239	0.2540360088
240	0.2538273117
241	0.2537845364
242	0.2537473958
243	0.2535321593
244	0.253502021
245	0.2531474431
246	0.2529699211
247	0.252951317
248	0.2526114501
249	0.2522401054
250	0.2520786112
251	0.2517464991
252	0.2515539431
253	0.2513439482
254	0.2512150457
255	0.2510049837
256	0.2508298395
257	0.2505941671
258	0.250408184
259	0.2502315662
260	0.2501876369
261	0.2500216473
262	0.249895086
263	0.249694793
264	0.2494690315
265	0.2492643582
266	0.2490796498
267	0.2490190219
268	0.2488669138
269	0.2486427015
270	0.2484669292
271	0.2482729174
272	0.2481884652
273	0.2480166335
274	0.2478800055
275	0.2476691782
276	0.2474657942
277	0.2474494457
278	0.2472209626
279	0.2471079451
280	0.2469428896
281	0.2466387099
282	0.2464405508
283	0.2462635971
284	0.246014496
285	0.2457341897
286	0.2455438141
287	0.2453607194
288	0.2453129909
289	0.2450657075
290	0.2448964066
291	0.2447051278
292	0.2444741656
293	0.2442401699
294	0.2439237095
295	0.2437266644
296	0.2434864016
297	0.2433728603
298	0.2433335159
299	0.2431174107
300	0.2429514358
301	0.2429153937
302	0.2428618266
303	0.2426635174
304	0.2424842868
305	0.2422916106
306	0.242153807
307	0.2418250392
308	0.2416546363
309	0.2414209921
310	0.2412644061
311	0.2410417771
312	0.2409663732
313	0.2409560699
314	0.2407773326
315	0.2406401266
316	0.240489671
317	0.2404824202
318	0.2403452952
319	0.2403151804
320	0.24013645
321	0.2401001545
322	0.240064699
323	0.2397866191
324	0.2395603964
325	0.2393826419
326	0.2393742122
327	0.2391970036
328	0.239010821
329	0.2388815173
330	0.2388771236
331	0.2388699353
332	0.2386666535
333	0.2384592446
334	0.2382965638
335	0.2380738843
336	0.2378949026
337	0.2377964489
338	0.2375791374
339	0.2374826502
340	0.2373064098
341	0.2372080049
342	0.2371770874
343	0.2368141489
344	0.2368101927
345	0.2366771731
346	0.2365254519
347	0.2364772036
348	0.2363748788
349	0.2362997346
350	0.23610687
351	0.2360187349
352	0.2359280078
353	0.2358071564
354	0.2356812541
355	0.2355329682
356	0.2353268685
357	0.2351859559
358	0.2350477247
359	0.2349440306
360	0.2347975284
361	0.2347517231
362	0.2345886309
363	0.2344463043
364	0.2342114684
365	0.2341314531
366	0.2339540652
367	0.2337677634
368	0.23362532
369	0.2334677959
370	0.2333420188
371	0.2331455108
372	0.2329710164
373	0.232701859
374	0.232454282
375	0.232319793
376	0.232312735
377	0.2321489323
378	0.2319682008
379	0.231673483
380	0.2316293409
381	0.2314302368
382	0.2312180948
383	0.2310247392
384	0.2308044283
385	0.2307284514
386	0.230632604
387	0.2306278252
388	0.2305463863
389	0.2302776914
390	0.2300753418
391	0.2300353511
392	0.2298952378
393	0.2298280672
394	0.229633825
395	0.2294709587
396	0.2293537346
397	0.2291691315
398	0.2290265619
399	0.2289839168
400	0.2289747001
401	0.2289369412
402	0.2287067698
403	0.228559413
404	0.2284491158
405	0.2283655843
406	0.2283501171
407	0.2281649099
408	0.2279726587
409	0.2279678364
410	0.2278840417
411	0.2277557117
412	0.2276195328
413	0.227616198
414	0.2275450663
415	0.2273813043
416	0.2273154992
417	0.2270745567
418	0.2269480697
419	0.2268315278
420	0.2267265892
421	0.2265852124
422	0.2263744242
423	0.2262942503
424	0.226165764
425	0.2260686834
426	0.2259045813
427	0.2258028904
428	0.2257141702
429	0.2255595326
430	0.2253524589
431	0.2251831668
432	0.2250544654
433	0.2248738491
434	0.224842008
435	0.2247945868
436	0.2246682066
437	0.224469123
438	0.2244099869
439	0.2242163889
440	0.2241427824
441	0.2240200783
442	0.2239479916
443	0.2239317959
444	0.2237100709
445	0.2235606258
446	0.2234974785
447	0.2233910539
448	0.2232455002
449	0.2230808336
450	0.222922047
451	0.2228119666
452	0.2225202716
453	0.2224754854
454	0.2223802863
455	0.222290544
456	0.2220678387
457	0.2220363026
458	0.2218808887
459	0.2217127173
460	0.2215569169
461	0.2214384917
462	0.2214336341
463	0.2213855903
464	0.2213054946
465	0.221301478
466	0.2211737005
467	0.2210947579
468	0.2210896208
469	0.2210756557
470	0.2209645687
471	0.2208476816
472	0.2205305706
473	0.2203943026
474	0.2202783245
475	0.2202394204
476	0.2200475592
477	0.2200163558
478	0.2198758622
479	0.2197465137
480	0.219624629
481	0.2194676074
482	0.2194622452
483	0.2193784701
484	0.2192595282
485	0.2192047428
486	0.2190893739
487	0.2189314262
488	0.2187452635
489	0.2186578212
490	0.2185035146
491	0.2183862617
492	0.2182046056
493	0.2180144205
494	0.2178664793
495	0.2176857465
496	0.2176326394
497	0.2176287578
498	0.2176231573
499	0.217481048
500	0.217424224
501	0.2172876583
502	0.217194723
503	0.217161558
504	0.2171286509
505	0.2169594163
506	0.2168653433
507	0.2167928336
508	0.2166771382
509	0.2164795343
510	0.216323485
511	0.2162869138
512	0.2161010615
513	0.2159666337
514	0.2158085123
515	0.2155702487
516	0.2154301542
517	0.2153279191
518	0.2153249105
519	0.215122974
520	0.2150013659
521	0.2148716822
522	0.2148674928
523	0.2148619664
524	0.2148317809
525	0.2148285299
526	0.2146995556
527	0.2146034532
528	0.2144534809
529	0.2142528255
530	0.2140563338
531	0.2139053024
532	0.2138397537
533	0.2137615153
534	0.2136433925
535	0.2136105975
536	0.2134374025
537	0.2134351603
538	0.2133734658
539	0.2133225792
540	0.2132574184
541	0.2131551401
542	0.2130597955
543	0.2130207381
544	0.2129202351
545	0.2128249088
546	0.2127506474
547	0.212747334
548	0.2126633828
549	0.2124408513
550	0.2122525169
551	0.2121155093
552	0.212024867
553	0.2118721023
554	0.2118049684
555	0.2115916974
556	0.211538205
557	0.2114361954
558	0.211432399
559	0.2112723768
560	0.211270105
561	0.2111198507
562	0.2110378947
563	0.2109789922
564	0.2109024728
565	0.2107867033
566	0.2105068633
567	0.2104394062
568	0.210289849
569	0.2101419126
570	0.2100695166
571	0.2100078065
572	0.2099180612
573	0.2097947973
574	0.2097902685
575	0.2096445679
576	0.2095001774
577	0.2093795611
578	0.2092012444
579	0.2091261357
580	0.2090796365
581	0.2090006284
582	0.208831898
583	0.2087368056
584	0.208573439
585	0.2085005667
586	0.2083907994
587	0.2082442929
588	0.2082317743
589	0.2081369743
590	0.208017164
591	0.2079486453
592	0.2078160433
593	0.2076487097
594	0.2076054567
595	0.2074066848
596	0.2073860315
597	0.2072659563
598	0.2071874594
599	0.2071759543
600	0.2071310033
601	0.2070034638
602	0.2069062812
603	0.2069039667
604	0.2067370935
605	0.2067088958
606	0.2066705956
607	0.2064961499
608	0.2064927991
609	0.2064255817
610	0.2061921577
611	0.2061033192
612	0.2059155667
613	0.2057982074
614	0.2056361749
615	0.2055060521
616	0.2054961166
617	0.2053209782
618	0.2052014145
619	0.2051552661
620	0.2050461282
621	0.2048393959
622	0.2046933221
623	0.2046369182
624	0.2045491254
625	0.2045270691
626	0.2044449757
627	0.2043515928
628	0.2041826235
629	0.2041254584
630	0.2039643611
631	0.2038464058
632	0.2037379398
633	0.2036970719
634	0.2035717162
635	0.2034809813
636	0.2034372221
637	0.2033352232
638	0.2032320136
639	0.2031949258
640	0.2030911788
641	0.2029650786
642	0.2028254438
643	0.2027122727
644	0.2026016734
645	0.2025098177
646	0.2024385599
647	0.2023098847
648	0.2022046684
649	0.2020770703
650	0.2019314594
651	0.2019135059
652	0.2018839312
653	0.2018360843
654	0.2017360833
655	0.2016682294
656	0.2015592352
657	0.201482967
658	0.2013423342
659	0.201275567
660	0.2012741876
661	0.2012042877
662	0.201095624
663	0.2010149586
664	0.2010076927
665	0.2008392628
666	0.2007542344
667	0.2007311442
668	0.2006235776
669	0.2006139289
670	0.2004755154
671	0.2004527445
672	0.2003816541
673	0.2002953255
674	0.2002878165
675	0.2001315889
676	0.1999916459
677	0.1998997689
678	0.1998033621
679	0.1996316182
680	0.1995327851
681	0.1994629571
682	0.1992942112
683	0.1991954206
684	0.1990684278
685	0.1989902861
686	0.198891768
687	0.1987824042
688	0.1986651079
689	0.1985264334
690	0.1984735433
691	0.1983953558
692	0.1983120858
693	0.1982566186
694	0.1981913084
695	0.1981593622
696	0.1981088143
697	0.1980458123
698	0.1979867076
699	0.1979319651
700	0.1978985749
701	0.1977767566
702	0.1977321699
703	0.1976995067
704	0.1976114785
705	0.1974927762
706	0.1973777229
707	0.1972704115
708	0.1971661691
709	0.1970813673
710	0.1969832014
711	0.1969322239
712	0.1967635041
713	0.1966909552
714	0.19657887
715	0.1964452252
716	0.1964084151
717	0.1962963416
718	0.1962008347
719	0.1960899413
720	0.196011304
721	0.1959038337
722	0.1958046716
723	0.1957169022
724	0.1957052042
725	0.1956384204
726	0.1955379277
727	0.195408926
728	0.195305123
729	0.1951895606
730	0.1950268661
731	0.1950014831
732	0.194945388
733	0.1948222251
734	0.1946467726
735	0.1946413044
736	0.1945308019
737	0.1944394625
738	0.1943273264
739	0.1941922388
740	0.1941594493
741	0.1940663617
742	0.1939865331
743	0.1938891303
744	0.1938424568
745	0.1937958252
746	0.1937672765
747	0.1937499029
748	0.1937100056
749	0.1936314059
750	0.1935435682
751	0.193434599
752	0.1934135215
753	0.1932764413
754	0.1931380216
755	0.1929885195
756	0.1928923492
757	0.1928063198
758	0.1927412335
759	0.1926259604
760	0.1925186962
761	0.1923842922
762	0.1923244738
763	0.1922495609
764	0.1921280312
765	0.1920899634
766	0.1919810834
767	0.1918616944
768	0.1918110025
769	0.1916631489
770	0.1915799553
771	0.1914738176
772	0.1913692323
773	0.1912149612
774	0.191203861
775	0.1910462057
776	0.1909438366
777	0.1908282933
778	0.1907733635
779	0.1906140236
780	0.1905380433
781	0.1904485334
782	0.1904125805
783	0.1903407571
784	0.1903396337
785	0.1901448039
786	0.1900146138
787	0.1900120711
788	0.1899524121
789	0.1899047109
790	0.1897934244
791	0.1896600631
792	0.1895567696
793	0.1894486959
794	0.1893902624
795	0.1893209686
796	0.1892133091
797	0.189122054
798	0.1890407771
799	0.188987544
800	0.1889455882
801	0.1887958316
802	0.1887098229
803	0.1886449635
804	0.1885962272
805	0.1884961762
806	0.1884945374
807	0.1884131176
808	0.188363737
809	0.1882921623
810	0.1882106181
811	0.1881563732
812	0.1881084921
813	0.1880232851
814	0.1880081204
815	0.1879047405
816	0.1878427028
817	0.1877577493
818	0.187733091
819	0.1876368256
820	0.1875216474
821	0.18746936
822	0.1873793115
823	0.1872932355
824	0.1872718177
825	0.1872084318
826	0.1870942771
827	0.1870665467
828	0.1869745095
829	0.1868906329
830	0.1868756739
831	0.1867305629
832	0.1866525966
833	0.1865835709
834	0.1865246159
835	0.1865069083
836	0.1864629081
837	0.1863293272
838	0.1862280024
839	0.186227179
840	0.1861626597
841	0.1861611059
842	0.1861417843
843	0.1861370869
844	0.186091542
845	0.1860112637
846	0.1859734614
847	0.1859595336
848	0.1858644403
849	0.1858010068
850	0.1857998325
851	0.1857923641
852	0.185791483
853	0.1857232387
854	0.1856966688
855	0.1856395762
856	0.1855085503
857	0.1854500287
858	0.1854290067
859	0.18528695
860	0.185227598
861	0.1851802835
862	0.1850745451
863	0.1849904891
864	0.1848831861
865	0.1847708062
866	0.1847024453
867	0.1846039908
868	0.1845706299
869	0.1844167434
870	0.1843856164
871	0.1842763424
872	0.1841931468
873	0.1840813017
874	0.1840242015
875	0.1839445686
876	0.1839436729
877	0.1838893658
878	0.1838049463
879	0.1837325082
880	0.1836772425
881	0.1836138621
882	0.1835944517
883	0.1835400165
884	0.1834012436
885	0.1833159101
886	0.1832392867
887	0.1831912575
888	0.1831310521
889	0.1829835713
890	0.1828414906
891	0.1827690354
892	0.182720814
893	0.1826396916
894	0.1826387383
895	0.1824973136
896	0.1824717466
897	0.1823660223
898	0.1822884138
899	0.1822133516
900	0.1820902884
901	0.1820200074
902	0.1819550259
903	0.1818957034
904	0.1818893421
905	0.1817771613
906	0.1816398252
907	0.1815727007
908	0.1815150541
909	0.1814239271
910	0.1813773801
911	0.1813075867
912	0.1812411224
913	0.1811251113
914	0.1810308909
915	0.1809387229
916	0.1808353824
917	0.1807345123
918	0.1807132868
919	0.1806695243
920	0.1805908935
921	0.180493135
922	0.180464968
923	0.180292273
924	0.1802100552
925	0.1801746809
926	0.1801295001
927	0.1801026213
928	0.180068984
929	0.1800286517
930	0.1799659257
931	0.179885656
932	0.1797982211
933	0.1796859854
934	0.1796845079
935	0.1796386683
936	0.1794607744
937	0.179358524
938	0.1793177654
939	0.1791767438
940	0.1790931584
941	0.1790182919
942	0.1789284697
943	0.1788346041
944	0.1787637064
945	0.1787236458
946	0.178663256
947	0.1786146366
948	0.1784947882
949	0.1784513221
950	0.178396632
951	0.178378026
952	0.1783252922
953	0.1782606699
954	0.1781894142
955	0.1781244792
956	0.1780281493
957	0.1779511983
958	0.1779039535
959	0.1778321473
960	0.1778126587
961	0.1777872243
962	0.1777129379
963	0.1776407976
964	0.1775498293
965	0.1774529416
966	0.1773551479
967	0.1772848743
968	0.1772429272
969	0.1771693481
970	0.1770736891
971	0.1770040231
972	0.1769101375
973	0.1767580528
974	0.1766322878
975	0.1765944854
976	0.1765476202
977	0.1765336831
978	0.1764602007
979	0.1763801966
980	0.1763415248
981	0.176227872
982	0.1761728115
983	0.176083884
984	0.1760071284
985	0.1759025964
986	0.1758406752
987	0.1757663667
988	0.1757341276
989	0.1756214228
990	0.1755487386
991	0.1754936092
992	0.1754705903
993	0.175438263
994	0.1753442702
995	0.1752648049
996	0.1752347453
997	0.1751358292
998	0.1749903819
999	0.1749376633
