iter	RMSE
702	0.1494325548
703	0.1493790557
704	0.1492257733
705	0.1490987999
706	0.1489870603
707	0.1489404595
708	0.148832554
709	0.1487611224
710	0.1486470231
711	0.1485475132
712	0.1484795419
713	0.1483476142
714	0.1482634222
715	0.1481740006
716	0.1480816587
717	0.1478879981
718	0.1477919619
719	0.1476656522
720	0.147609376
721	0.1474764749
722	0.1472678516
723	0.1472035943
724	0.1470728512
725	0.1469099142
726	0.146861163
727	0.1468048846
728	0.146728007
729	0.1466298432
730	0.146500659
731	0.1464362044
732	0.1463824621
733	0.1462731736
734	0.146174386
735	0.1460968675
736	0.1460128082
737	0.14595897
738	0.1458460552
739	0.1458103714
740	0.1456981142
741	0.1455651439
742	0.1455038876
743	0.1454272859
744	0.1453394885
745	0.1452403001
746	0.1451836153
747	0.1450955091
748	0.1450219304
749	0.1449330259
750	0.1448091298
751	0.1447448478
752	0.144678142
753	0.1445829273
754	0.1445042455
755	0.1444252501
756	0.1443606691
757	0.1443021905
758	0.1442805548
759	0.144205553
760	0.1441218207
761	0.1440214128
762	0.1439593077
763	0.1438426639
764	0.1437181323
765	0.1436254629
766	0.1435335347
767	0.1434717463
768	0.1432909364
769	0.143208939
770	0.1431093202
771	0.1429353848
772	0.142799243
773	0.1427094143
774	0.142609436
775	0.1425248711
776	0.1424484355
777	0.1423729059
778	0.1423691531
779	0.1422709621
780	0.1421494911
781	0.1421100535
782	0.1420133465
783	0.1419266311
784	0.1418791465
785	0.141770555
786	0.1416602952
787	0.1416428198
788	0.1416011203
789	0.1415247392
790	0.1415021156
791	0.1414520162
792	0.1413601952
793	0.1413028942
794	0.1412155077
795	0.1411424443
796	0.1410535808
797	0.1409927951
798	0.1409481048
799	0.1408030143
800	0.1406697863
801	0.1405950618
802	0.1404932738
803	0.1404374525
804	0.1403392801
805	0.1402929926
806	0.1402254968
807	0.1401618728
808	0.1401067339
809	0.1401038009
810	0.1400318202
811	0.1399529304
812	0.1398280609
813	0.1397331119
814	0.1395778701
815	0.1395273263
816	0.1394614073
817	0.1393630032
818	0.1392974891
819	0.1392161074
820	0.1391512999
821	0.1390122198
822	0.1389281484
823	0.1388778274
824	0.1388548104
825	0.1387188558
826	0.1386254683
827	0.138541317
828	0.1385062576
829	0.1384366094
830	0.1383216483
831	0.138263215
832	0.138149592
833	0.1380953637
834	0.1380030376
835	0.1379107333
836	0.1378818219
837	0.1378026106
838	0.1377468661
839	0.137646658
840	0.1375800732
841	0.1374475976
842	0.137386562
843	0.1373463271
844	0.1372928228
845	0.1371876884
846	0.1370699899
847	0.1369277189
848	0.1368729341
849	0.1367915886
850	0.1367476781
851	0.1366165614
852	0.1365257699
853	0.13640478
854	0.1363187258
855	0.1362552579
856	0.1361840608
857	0.1361008228
858	0.1360052385
859	0.1359362485
860	0.1358384745
861	0.1357731955
862	0.1356961039
863	0.1356278481
864	0.1355315684
865	0.1354211239
866	0.1353406748
867	0.1352798144
868	0.1352091088
869	0.1351447103
870	0.1350527817
871	0.1349871644
872	0.1349484458
873	0.1348626171
874	0.1348395756
875	0.1347408875
876	0.1346676822
877	0.1345419415
878	0.1344627937
879	0.1344489824
880	0.1343538482
881	0.1343046153
882	0.1342272364
883	0.134156648
884	0.1340794419
885	0.1339806804
886	0.1339782939
887	0.1339657578
888	0.1339583962
889	0.1339123963
890	0.1337945864
891	0.1337065064
892	0.1336117967
893	0.1335108261
894	0.133380543
895	0.1333153409
896	0.1332357945
897	0.1331619493
898	0.1331422466
899	0.1330664576
900	0.1330329235
901	0.132971179
902	0.1329105894
903	0.1327954684
904	0.1327718988
905	0.1326971726
906	0.1326787283
907	0.1326278045
908	0.1325501203
909	0.1324660679
910	0.1323977027
911	0.1323266203
912	0.132240614
913	0.1322387348
914	0.132146882
915	0.1320492392
916	0.1319742935
917	0.1319035001
918	0.1318250244
919	0.1317527624
920	0.1316370596
921	0.131516674
922	0.131406601
923	0.1312984331
924	0.1312325289
925	0.1311483741
926	0.1310636883
927	0.1310037785
928	0.1309244211
929	0.1308265257
930	0.1306688047
931	0.130606209
932	0.1304857567
933	0.1303647459
934	0.130300659
935	0.1302218509
936	0.1300444152
937	0.1299619313
938	0.1298361696
939	0.1297361908
940	0.129636018
941	0.1295378279
942	0.1294796464
943	0.1293712311
944	0.129337217
945	0.1292508847
946	0.1292210584
947	0.1291915805
948	0.1291235844
949	0.1290688347
950	0.1290165206
951	0.1289501864
952	0.1288492837
953	0.1287363194
954	0.1287337025
955	0.1286297429
956	0.1284963399
957	0.1283296781
958	0.1283234984
959	0.1282427603
960	0.1281537692
961	0.1281129628
962	0.1280130637
963	0.1279869086
964	0.1279283606
965	0.1278612492
966	0.1277430534
967	0.1277083711
968	0.1276801952
969	0.1276303368
970	0.1275673113
971	0.1274969498
972	0.1274590375
973	0.1273869353
974	0.1273198284
975	0.1272069422
976	0.1271049894
977	0.1270479697
978	0.1269627922
979	0.1268508088
980	0.126775857
981	0.126663874
982	0.1265717248
983	0.1264545718
984	0.1264086325
985	0.1263434325
986	0.1262704808
987	0.126218035
988	0.1261329766
989	0.1261319435
990	0.1260539749
991	0.1260293747
992	0.1259784757
993	0.1259032449
994	0.1258334892
995	0.1257488134
996	0.1256747894
997	0.1255808414
998	0.1255540672
999	0.1255074561
